,Title,Topic
92,POLITICS: ON CAPITOL HILL; Dole Is Cashing In a Chit For Supporting Gingrich,2
93,POLITICS: SUPPORTERS WITH A STAKE; Four Midwestern Governors Angle for an Offer From Dole,2
94,POLITICS: THE PRIMARIES; Dole Continues to Roll Toward G.O.P. Nomination,2
95,POLITICS: THE STRATEGY; Gingrich and Dole Aides Try New Unified Party Message,2
96,POLITICS: BOB DOLE; Dole Vows Victory to Town That Has Never Failed Him,2
97,Dole Blocks Vote on Raising Minimum Wage,2
98,POLITICS: THE OVERVIEW; California Voting Leaves Dole Claiming G.O.P. Nomination,2
99,"POLITICS: PEROT'S PARTY; Perot, Back on the Stump Again, Still Dances Around the Question",2
100,New Poll Finds Strength for Dole On Personal and Political Traits,2
101,"War Wounds Shape Life, and Politics, for Dole",2
102,Dole and Ethanol Industry Count on Each Other,2
103,Dole Meets A Setback,2
104,Rift Over Health Bill,2
105,Senate Defeats Dole Revision To Health Bill,2
106,"Dole, Citing 'Crisis' in the Courts, Attacks Appointments by Clinton",2
107,Murmur of Gore's Ambition Becomes Louder,2
108,Clinton-Dole Fight on Health Bill Is Preview of Campaign to Come,2
109,THE BUDGET TRUCE: NEWS ANALYSIS; Ammunition For the Fall,2
110,More in G.O.P. Say Dole's Senate Role Hinders Campaign,2
111,California's Governor Joins G.O.P. Abortion-Plank Foes,2
112,Democrats Outflank G.O.P. In First Campaign Skirmishes,2
113,Politics of Gasoline,2
114,PRESIDENT VETOES LIMITS ON LIABILITY,2
115,ECONOMY REVIVED AT PACE OF 2.8% IN FIRST QUARTER,2
116,D'Amato Says Gingrich Threatens Dole's Presidential Hopes,2
117,CHRISTIAN LEADER WOULD BACK SHIFT ON ABORTION ISSUE,2
118,It's My Party Too,2
119,Leader of Christian Coalition Denies Shifting on Abortion,2
120,Abortion-Rights Supporters Fight for Their Say in G.O.P.,2
121,CBS Plans to Offer Time to Candidates In Presidential Race,2
122,"Behind the Cloak of Office, Clinton's War Room Hums",2
123,Dole Says He Has Plan to Win Votes of Women,2
124,More Time for Candidates,2
125,ABC Joins Others TV Time,2
126,Clinton and Dole Clash on Delay Of Wage and Gas-Tax Measures,2
127,Dole Attacks Clinton Asia Policy Although He Supports Part of It,2
128,The Commencement Campaign,2
129,Perot Group Falls Far Short Of Original Political Vision,2
130,G.O.P. to Press Missile Defense As Clinton Test,2
131,Clinton Thriving in Gentle Glow of TV Lights,2
132,"DOLE WILL REDUCE DUTIES IN SENATE, HIS AIDES PREDICT",2
133,POLITICS: THE OVERVIEW; DOLE SAYS HE WILL LEAVE SENATE TO FOCUS ON PRESIDENTIAL RACE,2
134,POLITICS: NEWS ANALYSIS; Inside: Ties That Bind,2
135,"POLITICS: NEWS ANALYSIS; Going 'Outside': Bold, Maybe Perilous",2
136,Dole's New Image,2
137,POLITICS: THE DECISION; How Dole's Decision to Resign Was Kept a Secret,2
138,"A POLITICAL LIFE: The Kansas Years; On the Kansas Prairie, the Window to Dole",2
139,CLINTON ENDORSES THE MOST RADICAL OF WELFARE TRIALS,2
140,What Kind of Democrat Is Clinton?,2
141,Phony Polls That Sling Mud Raise Questions Over Ethics,2
142,"POLITICS: FINANCES; In Dole Campaign, The Party's Money Serves as a Lifeline",2
143,Dole Discusses Taxes After Meeting Forbes,2
144,Vote Canceled on Dole's Bill For a Costly Missile Defense,2
145,"POLITICS: THE CHALLENGER; Heatedly, Dole and Clinton Escalate a Split on Abortion",2
146,A New Kansas Senator,2
147,An American Place; Unions Gear Up For Political Fight,2
148,POLITICS: THE CHARACTER ISSUE; NEW ADS TO INJECT ISSUE OF INTEGRITY INTO THE CAMPAIGN,2
149,"Updated, Drive to Cut Taxes Regains Currency in G.O.P.",2
150,County's New Stance,2
151,"Candidates Respond Rapidly, Picking 'Gotcha' Over Debate",2
152,2 Holiday Messages,2
153,"Revisiting the Issue of Crime, Dole Offers List of Remedies",2
154,Whitewater's Future,2
155,BLOOD BANK POLITICS -- A special report.; Elizabeth Dole and Red Cross: 2 Powers at Work,2
156,"POLITICS: THE MANAGER; Dole Campaign Chief Relying On Determination, and Luck",2
157,Touching Another Base,2
158,POLITICS: THE VOTERS; Poll Indicates Stable Ratings For President,2
159,POLITICS: THE PRESIDENT; CLINTON PROPOSES U.S. TAX CREDITS FOR COLLEGE AID,2
160,New Tool in Political Combat: Computers to Track TV Ads,2
161,POLITICS: THE REPUBLICAN; DOLE SEEKS WORDS TO BROADEN PLANK ON ABORTION ISSUE,2
162,"POLITICS: THE CAPITOL; Congress Is Moving On Political Issues, Not on Legislation",2
163,POLITICS: A THIRD PARTY; Ex-Governor of Colorado Hints at Perot Party Bid,2
164,POLITICS: NEWS ANALYSIS; 'G.O.P. Peace' Candidate,2
165,Stopping Short of 'No',2
166,POLITICS: THE TAX ISSUE; Dole and Clinton Refocus on Tax-Cut Plans as an Option,2
167,Clinton Apologizes Over Use of F.B.I. To Get G.O.P. Files,2
168,"FILLING IN BLANKS ON ABORTION ISSUE, DOLE CREATES STIR",2
169,Whitewater Counsel Examining Use of F.B.I. to Get G.O.P. Files,2
170,Citizen Dole Bids Farewell to the Senate,2
171,"Dole, Ignoring His Advisers, Lashes Out at Abortion Foe",2
172,Lessons in Leadership,2
173,SYSTEM GOVERNING ELECTION SPENDING FOUND IN SHAMBLES,2
174,Clinton's Surprising Strength Forces Dole to Court South,2
175,Prosecutors Tie A Clinton Aide To Conspiracy,2
176,"In Many States, Abortion Feuds Splits G.O.P.",2
177,"POLITICS: THE THIRD PARTY; Perot Party to Open Convention In California, on Eve of G.O.P.'s",2
178,"A POLITICAL LIFE -- The Nixon Years; For Dole, Nixon Was a Mirror and a Mentor",2
179,"POLITICS: THE MONEY; In Slap at President for Tort Veto, Silicon Valley Reduces Donations",2
180,"POLITICS: STATE CONVENTIONS; Dole Forces Lose Texas Delegates Over Abortion, but a Senator Wins",2
181,"In Search for Campaign Fuel, Dole and Clinton Cross Paths",2
182,POLITICS: THE CHURCHES; Public Supports Political Voice For Churches,2
183,Dole Requests a Meeting and Gets a Bonus,2
184,Dole Campaign Plans an Attack On Clinton's Economic Record,2
185,REPUBLICANS SEEK TO KEEP BUCHANAN OUT OF SPOTLIGHT,2
186,Dole Declares His Running Mate Could Support Abortion Rights,2
187,Dole Criticizes Role Of Press and Foes In Tobacco Debate,2
188,Democrats as Well as G.O.P. Profit From Tobacco,2
189,On Their Own,2
190,More Taped Testimony,2
191,"POLITICS: A POLITICAL LIFE; Abortion, Dole's Sword in '74, Returns to Confront Him in '96",2
192,"POLITICS: THIRD PARTY; Lamm, Ex-Governor of Colorado, Seeks Reform Party's Nomination",2
193,POLITICS: REFORM PARTY; Perot Proclaims His Willingness To Carry His Party's Banner,2
194,The Other Land Deal Dogging the Clintons,2
195,Perot Declares He Will Seek His Party's Presidential Nod,2
196,"UNDER PRESSURE, DOLE RECONSIDERS ABORTION PLANK",2
197,15 G.O.P. Freshmen In Abortion Arena,2
198,Discussing the Roles Of the Other Clintons,2
199,REPUBLICAN ALLIES EXPRESS WORRIES ON DOLE CAMPAIGN,2
200,THE OTHER DOLE -- A special report.; Elizabeth Dole Is Eager To Keep Strength Subtle,2
201,Molinari Chosen as Keynoter,2
202,Repackaging the Convention,2
203,"After Hours at White House, Brain Trust Turns to Politics",2
204,Dole and His Doctors Address Health Issue,2
205,POLITICS: THE REPUBLICAN; Dole Sends Message of Inclusion To Abortion-Rights Republicans,2
206,POLITICS: THE ISSUES; G.O.P. Leaders Seeks Tax Cuts Wide in Scope,2
207,Politics: Political Memo; Clinton's Use of Incumbency: The Little Plans Loom Large,2
208,"With a Stable Economy, Clinton Hopes for Credit",2
209,POLITICS: THE REPUBLICAN; DOLE SEEKS A LIFT AS CAMPAIGN TILTS TO THE CONVENTION,2
210,POLITICS: NEWS ANALYSIS; Dole's Song: Solid G.O.P.,2
211,"POLITICS: THE STRATEGY; DOLE TO ADVOCATE 15% CUT IN TAXES, HIS CAMPAIGN SAYS",2
212,"POLITICS: THE RESPONSE; With a Studied Calm, Democrats Feverishly Attack the Dole Plan",2
213,POLITICS: THE CANDIDATE; DOLE OFFERS ECONOMIC PLAN CALLING FOR BROAD TAX CUT AIMED AT SPURRING GROWTH,2
214,"POLITICS: THE VOTERS; Public Favors The Democrats, New Poll Finds",2
215,POLITICS: THE PLATFORM; G.O.P.'S MODERATES ACCEPT AN ACCORD ON ABORTION ISSUE,2
216,POLITICS: THE CONVENTION; G.O.P. Readies a Made-for-TV Convention,2
217,POLITICS: POLITICAL MEMO; A Final Round In Dole's Dance To Pick a No. 2,2
218,"A POLITICAL LIFE: The Legislative Years -- THE REPUBLICAN; As Candidate, Dole Casts Off His Feats as a Skilled Senator",2
219,"POLITICS: THE OVERVIEW; DOLE IS SAID TO SETTLE ON KEMP, A SOMETIME FOE, TO FILL TICKET",2
220,POLITICS; A Known Quantity,2
221,POLITICS: THE FACTORS; THE QUARTERBACK AT THE GAME'S END,2
222,POLITICS: THIRD PARTY; Reform Party's Split Widens With Its Convention at Hand,2
223,Man in the News; A Passion for Ideas: Jack French Kemp,2
224,POLITICS: OVERVIEW; Dole Hails Kemp as Partner in Run for White House,2
225,Nonspeaking Roles For Wilson and Weld,2
226,POLITICS: THE ISSUES; KEMP FISCAL VIEWS WIN PARTY'S HEART,2
227,POLITICS: THE VOTERS -- AN AMERICAN PLACE: Watching From Afar; Kemp Brings Sense of Relief And Hope for Ohio's G.O.P.,2
228,POLITICS: THE DELEGATES; The Delegates: Where Image Meets Reality,2
229,"POLITICS: THE OVERVIEW; DOLE, IN SAN DIEGO, QUICKLY ZEROES IN ON THE PRESIDENT",2
230,"POLITICS: THE REFORM PARTY; Reform Party, Full of Fervor, Opens Session",2
231,THE REPUBLICANS: NEWS ANALYSIS; Fleeing the Ghost of 1992,2
232,THE REPUBLICANS: THE OVERVIEW; G.O.P. Convention Begins With Display of Unity,2
233,THE REPUBLICANS: THE GENERAL; Powell Outlines Vision of Party For All Views,2
234,THE REPUBLICANS: THE OVERVIEW; G.O.P. OPENS FIERCE ATTACK ON CLINTON OVER CHARACTER AND HANDLING OF ECONOMY,2
235,THE REPUBLICANS: CONGRESS; Party Seeking to Transform Harsh Image of Its Congress,2
236,THE REPUBLICANS: THE BROADCASTS; Networks vs. the Organizers: Early Rounds Go to G.O.P.,2
237,Powell Seeks Distance,2
238,"THE REPUBLICANS: MAN IN THE NEWS; A Master of Process, Not Philosophy: Robert Joseph Dole",2
239,Getting a Second Look,2
240,THE REPUBLICANS: THE TRIBUTE; A Wife Takes a Star Turn,2
241,"THE REPUBLICANS: THE OVERVIEW; DOLE HAILED AS AN HONORABLE, 'QUIET HERO' AS REPUBLICANS GIVE HIM THEIR NOMINATION",2
242,"THE REPUBLICANS: THE CONSTITUENTS; Abortion Barely Mentioned, Its Opponents Are Offended",2
243,"THE REPUBLICANS: THE OVERVIEW; DOLE, 'THE MOST OPTIMISTIC MAN IN AMERICA,' VOWS RETURN TO NATION'S ENDURING VALUES",2
244,"THE REPUBLICANS: NEWS ANALYSIS; Ideals and Grit, and a Vast Imponderable",2
245,THE CONVENTION,2
246,POLITICS: THE MONEY FACTOR; Clinton to Celebrate Birthday With Millions for the Coffers,2
247,"POLITICS: THE CANDIDATES; G.O.P.'S NOMINEES TAKE TO THE ROAD, MESSAGES IN TOW",2
248,The Republicans' Party Is Over,2
249,POLITICS: THE VOTERS; One Town Left the G.O.P. Alone During the Convention Spectacle,2
250,"POLITICS: LAMM FAR BEHIND; REFORM PARTY NAMES PEROT ITS PRESIDENTIAL CANDIDATE; 49,000 PARTICIPATED IN VOTE",2
251,"POLITICS: THE DEMOCRATS; Democrats' Plan for Convention: Keep It Positive, and Presidential",2
252,POLITICS: THE OVERVIEW; PEROT BEGINS HIS CAMPAIGN; VOWS TO END 2-PARTY SYSTEM AS HE RECALLS HIS '92 THEMES,2
253,POLITICS: MAN IN THE NEWS: Henry Ross Perot; Billion-Dollar Enigma,2
254,POLITICS: THE DEMOCRAT; Clinton Has $10 Million Wish for Birthday Bash,2
255,POLITICS: THE VOTERS; POLL SHOWS DOLE SLICING AWAY LEAD CLINTON HAD HELD,2
256,POLITICS: THE REPUBLICAN; Dole Attacks Foe on Military And Defends Own Tax Plan,2
257,POLITICS: THIRD PARTY; Perot and Populist Group See Benefits in an Alliance,2
258,New Jersey's Script May Be Dole's Map,2
259,"POLITICS: THE REPUBLICAN; Dole, in Change of Focus, Appeals for Black Votes",2
260,POLITICS: THE WHITE HOUSE; Advisers See Bright Side To Criticism of First Lady,2
261,POLITICS: THE DEMOCRATS; PRESIDENT BRACES FOR SOME DISSENT AT THE CONVENTION,2
262,"DEMOCRATS: THE DELEGATES; In Poll, Ardor For President, Faults and All",2
263,What 1968 Means,2
264,"DEMOCRATS: THE DEMOCRAT; Clinton, Setting Out for Chicago, Denounces G.O.P.",2
265,"THE DEMOCRATS: THE OVERVIEW; With Few Issues to Quarrel Over, Democrats Convene",2
266,THE DEMOCRATS: THE IMPACT; No Gathering of Ideas,2
267,THE DEMOCRATS: THE STRATEGY; All Aboard the Clinton Publicity Train,2
268,"THE DEMOCRATS; Teacher, Not a Celebrity",2
269,THE DEMOCRATS: THE OVERVIEW; Democrats Lay Claim to Family Values,2
270,THE DEMOCRATS: Man in the News; 'Four (12?) More Years': Albert Arnold Gore Jr.,2
271,THE DEMOCRATS; Traveling Clinton Finishes Speech,2
272,THE DEMOCRATS: MAN IN THE NEWS; The Incumbent as a Riddle: William Jefferson Clinton,2
273,THE DEMOCRATS: THE CONSTITUENCIES; One Convention Goal: Displaying Party's Advantage With Women,2
274,THE DEMOCRATS: THE OVERVIEW; Democrats Send Clinton Into Battle for a 2d Term,2
275,"THE DEMOCRATS: THE OVERVIEW; CLINTON, DECLARING 'HOPE IS BACK,' DEFENDS HIS FIRST TERM AND LISTS PLANS FOR SECOND",2
276,THE DEMOCRATS: NEWS ANALYSIS; Chill Behind Spotlight's Warm Glow,2
277,THE DEMOCRATS: THE MOOD; A Rousing Address Revives Throng of Stunned Delegates,2
278,"POLITICS: THE DEMOCRAT; Conventions Over, the Candidates Take to the Road",2
279,POLITICS: THE REACTION; Blue Ribbon Goes to Clinton At This Year's County Fair,2
280,POLITICS: THE OVERVIEW; CLINTON AND DOLE SHARPEN MESSAGES IN RACE'S FINAL LEG,2
281,"POLITICS: THE STRATEGY; Dole to Press 'Broad Message' On Economy, Drugs and Crime",2
282,"POLITICS: THE DEMOCRAT; In the Lead, Clinton Plays the Underdog",2
283,"POLITICS: THE REPUBLICAN; Trailing, Dole Vows A Touch of Truman",2
284,POLITICS: THE VOTERS; Dole Is Facing a Tough Sell In a Suburb of Swing Voters,2
285,"RAID ON IRAQ: THE G.O.P.; Muting His Criticism of Clinton, Dole Backs Troops in Iraq Raid",2
286,POLITICS: THE ISSUES; Dole Gained Reputation in Senate As a Master of Special Tax Breaks,2
287,"POLITICS: THE VOTERS; Majority Give Clinton Credit On the Economy, Poll Finds",2
288,"POLITICS: THE RUNNING MATE; Kemp Courts Harlem Voters With Open Arms, Little Hope",2
289,POLITICS: THE VOTERS; Clinton Passes Muster of Masters of Oratory,2
290,POLITICS: CAMPAIGN FINANCE; LOOPHOLES ALLOW PRESIDENTIAL RACE TO SET A RECORD,2
291,POLITICS: POLITICAL MEMO; The New Campaign Story: Consultants Steal Spotlight,2
292,POLITICS: THE REPUBLICAN; Dole Is Moving To Add Spark To Campaign,2
293,POLITICS: THE THIRD PARTY; Perot Chooses An Economist For His Ticket,2
294,"As Dole Trails, G.O.P. Turnout Becomes Concern",2
295,POLITICS: THE MONEY; A Hollywood Production: Political Money,2
296,"POLITICS: THE RACE FOR PRESIDENT -- THE SOUTH; If Clinton Sees Votes in South, He's Not Just Whistling Dixie",2
297,POLITICS: THE CONGRESS; SENATE PERSUADED BY DOLE TO SHELVE POISON GAS TREATY,2
298,POLITICS: THE SENATE; SENATE RACE TIGHT IN MASSACHUSETTS,2
299,POLITICS: THE MIDWEST; Crucial Midwest States Lean Toward Clinton,2
300,POLITICS: BEHIND THE CAMPAIGN; Staff Turmoil Seems a Staple Of Dole's Management Style,2
301,POLITICS: THE RELIGIOUS RIGHT; Dole Gets Christian Coalition's Trust and Prodding,2
302,"POLITICS: THE ISSUES; Drugs Surge as Campaign Issue, But All the Talk Clarifies Little",2
303,Giuliani's Flirtation With G.O.P. Ticket,2
304,"POLITICS: THE CANDIDATES; Dole Attacks on Crime, but Clinton Is Ready",2
305,"POLITICS: THE VOTERS; Dole's Tax Message Heard, Not Heeded, in Midwest City",2
306,Hard Time,2
307,"POLITICS: THE DEBATES; Panel on Debates Bars Perot, Calling Him Unelectable",2
308,POLITICS: THIRD PARTY; PEROT DENOUNCES SET-UP OF DEBATES,2
309,POLITICS: THE REPUBLICAN; Dole Appears to Be More at Ease As Election Going Gets Tougher,2
310,POLITICS: THE VOTERS; Clinton's Backers Perceive A Variety of Sides to Him,2
311,Shifting World View,2
312,2 Debates Agreed On For Clinton and Dole,2
313,POLITICS: THE CONGRESS; Parties Bicker Among Themselves Over How to Divide Their Money,2
314,Envisioning Clinton II,2
315,Perot Files Debate Suit,2
316,"POLITICS: THE AIRWAVES; Cool to Dole's Campaigning, Talk Radio Tries to Start Fire",2
317,Congress's Political Work,2
318,"POLITICS: THE REPUBLICAN; U.S. Economy Is Off Track, Dole Declares",2
319,POLITICS: NEWS ANALYSIS; A Muted Dole Persona,2
320,POLITICS: THE THIRD PARTY; Perot Shifts Focus From the Presidency To Dole and Politics,2
321,AN AMERICAN PORTRAIT; Alabama Voters Battle Impulses,2
322,POLITICS: THE MONEY; Campaign Cash Flows Freely In Spite of 'No PAC' Pledges,2
323,"POLITICS: OVERCOMING DIFFERENCES; Dole, in Choosing Kemp, Buried A Bitter Past Rooted in Doctrine",2
324,POLITICS: THE STRATEGY -- STATE BY STATE: Florida; Florida Victory No Sure Thing For the G.O.P.,2
325,"POLITICS: THE GRASS ROOTS; In Ohio, the Campaign Is Just Now Gearing Up",2
326,POLITICS: THE WEST; Democratic Tide Is Eroding G.O.P.'s Stronghold in West,2
327,POLITICS: THE THIRD PARTY; JUDGE TURNS BACK EFFORT BY PEROT TO JOIN DEBATES,2
328,POLITICS: THE STRATEGY; Dole's Advisers Debate Strategy Over California,2
329,"POLITICS: THE DEBATE; CLINTON IN NORTH, AND DOLE IN SOUTH, STUDY FOR DEBATE",2
330,Campaign Debate Gives Hartford An Opportunity to Promote Itself,2
331,POLITICS: STATE BY STATE -- New Jersey; Dole Hopes Whitman's Magic Works for Him,2
332,"POLITICS -- Political Battle of the Sexes Is Tougher Than Ever; Suburbs' Soccer Moms, Fleeing the G.O.P., Are Much Sought",2
333,Tonight's Debate,2
334,"POLITICS -- Political Battle of the Sexes Is Tougher Than Ever; For Many White Men, Clinton's the Reason To Vote for Dole",2
335,POLITICS: THE OVERVIEW; DOLE CAMP LOOKS TO COMING DEBATES AS A LAST CHANCE,2
336,POLITICS: THE CONGRESSIONAL RACES; Democrats Hoping to Regain Ground Lost to G.O.P. in '94,2
337,"POLITICS: NEWS ANALYSIS; Is That Glass Half Empty, or Half Full?",2
338,"POLITICS: THE OVERVIEW; CLINTON AND DOLE, FACE TO FACE, SPAR OVER MEDICARE AND TAXES",2
339,Undecided in New Jersey,2
340,"POLITICS: THE SPIN; In Spin Wars After the Debate, Clinton Campaign Takes Lead",2
341,"POLITICS: THE REPUBLICAN; DOLE, FULL OF ZIP, GOES AFTER VOTERS FROM NEW JERSEY",2
342,"POLITICS: POLITICAL MEMO; On Volatile Social and Cultural Issues, Silence",2
343,"POLITICS: THE REPUBLICAN; CHANGING TACTICS, DOLE CHALLENGES CLINTON'S ETHICS",2
344,POLITICS: THE VICE-PRESIDENTIAL DEBATE; Economy Dominates Kemp-Gore Debate,2
345,An American Place,2
346,POLITICS: NEWS ANALYSIS; Shunning the Sound Bite,2
347,"POLITICS: NEWS ANALYSIS; 1 Economy, 2 Diagnoses",2
348,A Private Dole?,2
349,POLITICS: POLITICAL MEMO; Dole Campaign in Discord Over Attacking President,2
350,President Wins Tomato Accord For Floridians,2
351,Kemp on Offense,2
352,Special Tax Breaks Enrich Savings Of Many in the Ranks of Management,2
353,"Clinton, in Detailed Interview, Calls His Health 'Very Good'",2
354,POLITICS: THE OVERVIEW; AIDES TO DOLE SAY HE PLANS BIG PUSH TO WIN CALIFORNIA,2
355,POLITICS: THE COMMERCIALS; Political Ads Leap From the TV Landscape,2
356,"POLITICS: THE REPUBLICAN; Shifting Tone of Campaign, Dole Presses the Ethics Issue",2
357,Clinton Steers Clear Of Tough Questions,2
